DLC,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,ATTACK_TYPE
8,5,80,0,ff,0b,80,0c,ed,Normal
8,ee,7f,0,0,15,7f,0c,37,Normal
8,0,0,0,0,10,29,2c,6a,Normal
8,6,80,0,ff,0e,80,0d,9e,Normal
8,0,0,0,0,12,0,2d,17,Normal
8,0b,80,0,ff,1c,80,0e,44,Normal
8,17,80,0,0,24,7f,0e,85,Normal
8,19,21,21,30,8,8f,6c,19,Normal
8,12,80,0,ff,20,80,0f,4d,Normal
8,20,80,0,0,38,7f,0f,d2,Normal
8,19,21,21,30,8,8f,6c,2a,Normal
8,0,80,0,0,69,7f,1,ec,Normal
8,15,80,0,ff,8,80,2,7e,Normal
8,f2,7f,0,0,68,7f,2,5e,Normal
8,0,0,0,0,6,2,22,2a,Normal
8,0f,80,0,ff,16,80,3,a3,Normal
8,0,0,0,0,8,5,23,c7,Normal
8,8,80,0,ff,18,80,4,77,Normal
8,e5,7f,0,0,2e,7f,4,42,Normal
8,7,80,0,ff,10,80,5,3a,Normal
8,0b,80,0,ff,12,80,6,a5,Normal
8,10,80,0,ff,1b,80,7,b7,Normal
8,0,0,0,0,10,2,27,5e,Normal
8,13,80,0,ff,1b,80,8,eb,Normal
8,0,0,0,0,12,0f,28,dd,Normal
8,0,0,0,0,14,13,29,6,Normal
8,19,80,0,ff,10,80,0a,39,Normal
8,0,0,0,0,16,3,2a,96,Normal
8,18,80,0,ff,26,80,0b,54,Normal
8,0,0,0,0,18,8,2b,0c,Normal
8,12,80,0,ff,3d,80,0c,f7,Normal
8,e9,7f,0,0,3f,7f,0c,86,Normal
8,0f,80,0,ff,31,80,0d,bf,Normal
8,f7,7f,0,0,52,7f,1,6a,Normal
8,e9,7f,0,0,4c,7f,2,e4,Normal
8,10,80,0,ff,8,80,3,57,Normal
8,13,80,0,ff,12,80,4,f4,Normal
8,0,0,0,0,6,21,24,c5,Normal
8,0e,80,0,0,46,7f,5,2f,Normal
8,0,0,0,0,8,28,25,c7,Normal
8,1a,80,0,ff,28,80,6,66,Normal
8,13,80,0,ff,12,80,8,68,Normal
8,f2,7f,0,0,2d,7f,9,78,Normal
8,0,0,0,0,10,33,29,75,Normal
8,0,80,0,0,3a,7f,0a,d7,Normal
8,0,0,0,0,12,23,2a,e5,Normal
8,11,80,0,ff,13,80,0b,7a,Normal
8,0,0,0,0,14,22,2b,b1,Normal
8,0,0,0,0,16,22,2c,e1,Normal
8,13,80,0,ff,14,80,2,bf,Normal
8,0,0,0,0,4,25,22,a5,Normal
8,17,80,0,ff,20,80,3,e5,Normal
8,22,80,0,ff,19,80,4,ff,Normal
8,10,80,0,ff,35,80,8,35,Normal
8,db,7f,0,0,24,7f,8,6,Normal
8,0d,80,0,ff,2,80,0a,f2,Normal
8,0,0,0,0,14,20,2a,34,Normal
8,0,0,0,0,16,20,2b,2a,Normal
8,16,80,0,ff,10,80,0c,2b,Normal
8,0,0,0,0,18,0,2c,5,Normal
8,15,80,0,ff,19,80,0e,75,Normal
8,16,80,0,ff,1b,80,0f,8c,Normal
8,16,80,0,ff,2d,80,0,1a,Normal
8,0,80,0,0,39,7f,0,89,Normal
8,fb,7f,0,0,10,7f,2,95,Normal
8,16,80,0,ff,10,80,7,e4,Normal
8,0,0,0,0,16,0,27,c3,Normal
8,16,80,0,ff,10,80,9,42,Normal
8,13,80,0,ff,1f,80,0c,99,Normal
8,9,80,0,0,31,7f,0c,96,Normal
8,1a,80,0,ff,4,80,0e,b4,Normal
8,1a,80,0,ff,1a,80,5,6a,Normal
8,0,80,0,0,15,7f,5,da,Normal
8,19,80,0,ff,1f,80,7,3e,Normal
8,13,80,0,ff,33,80,0d,be,Normal
8,13,80,0,ff,1a,80,2,b6,Normal
8,12,80,0,0,46,7f,2,7e,Normal
8,12,80,0,0,41,7f,3,e9,Normal
8,13,80,0,ff,1a,80,8,64,Normal
8,5,80,0,0,27,7f,8,44,Normal
8,0,0,0,0,10,29,28,1e,Normal
8,0,0,0,0,12,0,29,63,Normal
8,10,80,0,ff,18,80,0b,a7,Normal
8,1e,80,0,ff,fe,7f,2,87,Normal
8,22,80,0,ff,e5,7f,0b,87,Normal
8,7,80,0,ff,19,80,0,d0,Normal
8,e5,7f,0,0,4d,7f,3,cd,Normal
8,0,0,0,0,10,27,20,19,Normal
8,0,0,0,0,14,21,22,90,Normal
8,0f,80,0,ff,10,80,3,a6,Normal
8,0,0,0,0,6,33,28,75,Normal
8,0,0,0,0,16,20,20,e5,Normal
8,22,80,0,ff,4,80,0d,97,Normal
8,21,80,0,ff,27,80,0,4d,Normal
8,f2,7f,0,0,33,7f,1,81,Normal
8,0,0,0,0,14,13,21,ee,Normal
8,1d,80,0,ff,f9,7f,2,ea,Normal
8,0,0,0,0,14,20,22,dc,Normal
8,8,80,0,ff,0b,80,6,d9,Normal
8,25,80,0,0,30,7f,9,a4,Normal
8,17,80,0,ff,13,80,9,93,Normal
8,5,80,0,0,4d,7f,9,6,Normal
8,12,80,0,ff,10,80,6,90,Normal
8,16,80,0,ff,1a,80,0c,24,Normal
8,21,80,0,ff,2c,80,1,d0,Normal
8,20,80,0,0,31,7f,1,f7,Normal
8,7,80,0,ff,28,80,0e,d1,Normal
8,1a,80,0,ff,2a,80,3,0c,Normal
8,18,80,0,ff,16,80,6,fd,Normal
8,1a,80,0,ff,0,80,4,60,Normal
8,0f,80,0,ff,1b,80,0b,ce,Normal
8,10,80,0,ff,16,80,0c,fd,Normal
8,8,80,0,ff,ff,7f,0d,d9,Normal
8,20,80,0,0,56,7f,0d,b1,Normal
8,0,0,0,0,18,27,2d,94,Normal
8,17,80,0,0,3f,7f,0e,1d,Normal
8,0a,80,0,ff,1d,80,9,c5,Normal
8,13,80,0,ff,dc,7f,0f,d3,Normal
8,19,80,0,ff,4,80,9,0,Normal
8,17,80,0,0,4a,7f,9,8f,Normal
8,0,0,0,0,6,33,2c,1,Normal
8,5a,7f,18,0a,0,1f,2,0,Normal
8,9,80,0,0,54,7f,0,d3,Normal
8,0,0,0,0,14,20,23,c1,Normal
8,15,80,0,ff,15,80,4,ad,Normal
8,9,80,0,0,30,7f,3,a2,Normal
8,0,0,0,0,10,2,23,2a,Normal
8,13,80,0,ff,15,80,4,7e,Normal
8,0,0,0,0,12,0f,24,41,Normal
8,5,23,10,0a,23,1e,0,6f,Normal
8,19,23,22,30,8,8f,73,32,Normal
8,5a,7f,10,0a,0,1f,2,0,Normal
8,0,0,0,0,14,13,25,9a,Normal
8,1e,80,0,ff,8,80,6,3f,Normal
8,0,0,0,0,16,3,26,0a,Normal
8,20,80,0,ff,12,80,7,e2,Normal
8,9,80,0,0,51,7f,7,9,Normal
8,19,23,22,30,8,8f,72,22,Normal
8,1b,80,0,ff,26,80,8,94,Normal
8,5,23,14,0a,23,1f,0,6f,Normal
8,19,23,22,30,8,8f,72,33,Normal
8,0a,80,0,ff,e8,7f,0b,bf,Normal
8,ee,7f,0,0,17,7f,0b,67,Normal
8,9,80,0,ff,ff,7f,0c,99,Normal
8,0f,80,0,ff,1d,80,0d,85,Normal
8,1a,80,0,ff,24,80,0e,84,Normal
8,29,80,0,0,58,7f,0e,10,Normal
8,1b,80,0,0,5f,7f,0f,eb,Normal
8,1e,80,0,ff,0,80,0,7d,Normal
8,f7,7f,0,0,62,7f,0,5f,Normal
8,0,0,0,0,6,21,20,b1,Normal
8,e5,7f,0,0,53,7f,1,e6,Normal
8,0,80,0,0,25,7f,3,bc,Normal
8,0,0,0,0,10,33,25,e9,Normal
8,10,80,0,ff,3e,80,7,0e,Normal
8,0,0,0,0,14,22,27,2d,Normal
8,8,80,0,ff,2c,80,8,c5,Normal
8,e5,7f,0,0,4a,7f,8,88,Normal
8,0,0,0,0,16,22,28,95,Normal
8,1,80,0,ff,1d,80,9,f0,Normal
8,e5,7f,0,0,52,7f,9,81,Normal
8,5,80,0,ff,39,80,0b,95,Normal
8,10,80,0,ff,2f,80,0c,56,Normal
8,11,80,0,ff,0b,80,0f,1a,Normal
8,19,22,22,30,8,8f,6b,7,Normal
8,12,80,0,ff,2d,80,3,54,Normal
8,0,80,0,0,5c,7f,3,77,Normal
8,15,80,0,ff,52,80,4,47,Normal
8,9,80,0,0,59,7f,4,22,Normal
8,0,0,0,0,10,0b,24,6f,Normal
8,18,80,0,ff,51,80,5,30,Normal
8,0,0,0,0,12,25,25,eb,Normal
8,12,80,0,0,20,7f,6,5f,Normal
8,0,0,0,0,14,20,26,a8,Normal
8,0,80,0,0,18,7f,7,65,Normal
8,0,0,0,0,16,20,27,b6,Normal
8,0,0,0,0,18,0,28,71,Normal
8,e9,7f,0,0,1d,7f,9,dc,Normal
8,10,80,0,ff,31,80,0a,9,Normal
8,16,80,0,ff,31,80,0d,89,Normal
8,15,80,0,ff,24,80,0e,d8,Normal
8,12,80,0,ff,fe,7f,0f,bd,Normal
8,f2,7f,0,0,11,7f,0f,14,Normal
8,11,80,0,ff,d8,7f,0,d4,Normal
8,fb,7f,0,0,19,7f,0,2c,Normal
8,12,80,0,ff,e4,7f,1,0c,Normal
8,0,0,0,0,12,25,21,9f,Normal
8,15,80,0,ff,10,80,2,6a,Normal
8,17,80,0,ff,2a,80,3,ea,Normal
8,0,0,0,0,16,0,23,b7,Normal
8,19,22,22,30,8,8f,6b,29,Normal
8,17,80,0,ff,2d,80,4,33,Normal
8,0,80,0,0,54,7f,4,28,Normal
8,19,80,0,ff,28,80,5,a6,Normal
8,1d,80,0,ff,34,80,6,fa,Normal
8,1f,80,0,ff,3b,80,7,db,Normal
8,9,80,0,0,23,7f,7,42,Normal
8,20,80,0,ff,2a,80,8,7d,Normal
8,5,80,0,0,1a,7f,8,e9,Normal
8,1a,80,0,ff,16,80,9,fc,Normal
8,0,0,0,0,8,22,29,99,Normal
8,0f,80,0,ff,13,80,0a,df,Normal
8,d7,7f,0,0,41,7f,0a,5e,Normal
8,7,80,0,ff,1b,80,0b,1c,Normal
8,e0,7f,0,0,45,7f,0b,1d,Normal
8,7,80,0,ff,14,80,0c,c9,Normal
8,0,80,0,0,3e,7f,0c,9f,Normal
8,0b,80,0,ff,fe,7f,0d,b1,Normal
8,0,0,0,0,10,28,2d,3b,Normal
8,0f,80,0,ff,f3,7f,0e,7a,Normal
8,0,0,0,0,12,33,2e,25,Normal
8,11,80,0,ff,9,80,0f,19,Normal
8,0,0,0,0,14,20,2f,5d,Normal
8,15,80,0,ff,2f,80,0,fe,Normal
8,19,22,22,30,8,8f,6b,3a,Normal
8,18,80,0,ff,34,80,1,9d,Normal
8,0,0,0,0,18,24,21,dc,Normal
8,19,22,22,30,8,8f,6b,7,Normal
8,1d,80,0,ff,1a,80,2,b7,Normal
8,1d,80,0,ff,12,80,4,f5,Normal
8,15,80,0,ff,16,80,6,1b,Normal
8,0f,80,0,ff,18,80,7,de,Normal
8,e5,7f,0,0,4c,7f,7,36,Normal
8,0a,80,0,ff,2c,80,8,7f,Normal
8,ee,7f,0,0,45,7f,8,3b,Normal
8,9,80,0,ff,3c,80,9,9d,Normal
8,0a,80,0,ff,36,80,0a,52,Normal
8,5,80,0,0,26,7f,0c,bf,Normal
8,0f,80,0,ff,0e,80,0d,11,Normal
8,16,80,0,ff,13,80,0e,9d,Normal
8,fb,7f,0,0,5a,7f,0,c0,Normal
8,0,0,0,0,8,21,20,b8,Normal
8,10,80,0,ff,22,80,2,75,Normal
8,0e,80,0,ff,35,80,3,42,Normal
8,0e,80,0,0,15,7f,4,c6,Normal
8,0,0,0,0,10,29,24,82,Normal
8,16,80,0,ff,24,80,5,f0,Normal
8,17,80,0,0,1e,7f,5,6d,Normal
8,0,0,0,0,12,0,25,ff,Normal
8,19,80,0,ff,20,80,6,8d,Normal
8,16,80,0,ff,20,80,7,cc,Normal
8,0d,80,0,ff,14,80,8,d5,Normal
8,e0,7f,0,0,5f,7f,8,2d,Normal
8,8,80,0,ff,0b,80,9,62,Normal
8,9,80,0,ff,12,80,0a,83,Normal
8,0b,80,0,ff,20,80,0b,0f,Normal
8,0,0,0,0,8,5,2b,2f,Normal
8,5,80,0,0,12,7f,0c,91,Normal
8,0e,80,0,0,0f,7f,0d,24,Normal
8,13,80,0,ff,16,80,0e,20,Normal
8,0,0,0,0,10,2,2f,b6,Normal
8,0f,80,0,ff,30,80,0,b1,Normal
8,f2,7f,0,0,58,7f,0,4c,Normal
8,0,0,0,0,12,0f,20,35,Normal
8,0f,80,0,ff,26,80,1,b1,Normal
8,0,0,0,0,16,3,22,7e,Normal
8,16,80,0,ff,2,80,3,8b,Normal
8,0,0,0,0,18,8,23,e4,Normal
8,5,22,3c,0a,22,1e,0,6f,Normal
8,16,80,0,ff,10,80,4,c3,Normal
8,1b,80,0,ff,1b,80,6,9f,Normal
8,1e,80,0,ff,0c,80,8,9f,Normal
8,17,80,0,ff,1a,80,9,10,Normal
8,e0,7f,0,0,4e,7f,9,a7,Normal
8,9,80,0,ff,22,80,0a,ab,Normal
8,ce,7f,0,0,48,7f,0a,eb,Normal
8,1,80,0,ff,13,80,0b,c3,Normal
8,d7,7f,0,0,47,7f,0b,46,Normal
8,2,80,0,ff,f7,7f,0c,a0,Normal
8,5,80,0,0,4a,7f,0c,e5,Normal
8,2e,80,0,0,3e,7f,0d,ec,Normal
8,0,0,0,0,8,28,2d,2f,Normal
8,25,80,0,0,25,7f,0e,66,Normal
8,16,80,0,ff,1a,80,0f,3,Normal
8,e9,7f,0,0,1a,7f,0,a3,Normal
8,0b,80,0,ff,8,80,1,e1,Normal
8,ee,7f,0,0,25,7f,1,9e,Normal
8,0,0,0,0,10,33,21,9d,Normal
8,0b,80,0,ff,18,80,2,de,Normal
8,0,0,0,0,12,23,22,0d,Normal
8,0,0,0,0,14,22,23,59,Normal
8,16,80,0,ff,7,80,4,51,Normal
8,0,0,0,0,16,22,24,9,Normal
8,19,80,0,ff,f7,7f,5,d9,Normal
8,0,0,0,0,18,27,25,7c,Normal
8,19,80,0,ff,ff,7f,6,f2,Normal
8,0,80,0,0,4b,7f,6,8c,Normal
8,0,0,0,0,1a,0,26,d4,Normal
8,f7,7f,0,0,33,7f,7,fb,Normal
8,0,80,0,0,19,7f,8,51,Normal
8,18,80,0,ff,fa,7f,9,9d,Normal
8,0,80,0,0,16,7f,9,ca,Normal
8,17,80,0,ff,fe,7f,0a,e0,Normal
8,17,80,0,ff,0f,80,0b,bb,Normal
8,16,80,0,ff,18,80,0c,27,Normal
8,0,0,0,0,8,29,2c,7e,Normal
8,12,80,0,ff,2a,80,0,f9,Normal
8,10,80,0,ff,2e,80,1,58,Normal
8,f7,7f,0,0,18,7f,1,5,Normal
8,0d,80,0,ff,1c,80,2,0b,Normal
8,f2,7f,0,0,18,7f,2,16,Normal
8,0,0,0,0,16,20,23,c2,Normal
8,19,80,0,ff,14,80,4,99,Normal
8,25,80,0,0,32,7f,4,26,Normal
8,0,0,0,0,18,0,24,ed,Normal
8,f7,7f,0,0,32,7f,6,69,Normal
8,17,80,0,ff,ff,7f,7,ee,Normal
8,0,0,0,0,8,25,28,7d,Normal
8,0e,80,0,ff,26,80,0a,23,Normal
8,f7,7f,0,0,1c,7f,0a,cc,Normal
8,0e,80,0,ff,18,80,0b,1f,Normal
8,0,0,0,0,10,27,2c,85,Normal
8,10,80,0,ff,7,80,0d,77,Normal
8,0b,80,0,ff,19,80,0e,cd,Normal
8,0,0,0,0,14,21,2e,0c,Normal
8,8,80,0,ff,1a,80,0f,bb,Normal
8,0,0,0,0,16,0,2f,2b,Normal
8,0f,80,0,ff,7,80,1,0e,Normal
8,12,80,0,0,4e,7f,1,55,Normal
8,11,80,0,ff,16,80,2,6,Normal
8,18,21,22,30,8,8f,6d,18,Normal
8,0f,80,0,ff,21,80,3,1,Normal
8,f2,7f,0,0,4d,7f,3,fa,Normal
8,9,80,0,ff,16,80,4,23,Normal
8,0,0,0,0,8,22,25,5,Normal
8,0a,80,0,ff,12,80,6,f8,Normal
8,0e,80,0,0,30,7f,6,45,Normal
8,12,80,0,ff,1d,80,7,8,Normal
8,25,80,0,0,2b,7f,7,9a,Normal
8,18,21,22,30,8,8f,6d,29,Normal
8,1a,80,0,ff,1b,80,8,64,Normal
8,1b,80,0,0,30,7f,8,6e,Normal
8,1d,80,0,ff,0f,80,9,e9,Normal
8,0,0,0,0,10,28,29,4f,Normal
8,0,0,0,0,12,33,2a,51,Normal
8,0,0,0,0,14,20,2b,29,Normal
8,11,80,0,ff,2f,80,0c,0b,Normal
8,fb,7f,0,0,2b,7f,0c,9b,Normal
8,0,0,0,0,16,20,2c,79,Normal
8,12,80,0,0,20,7f,0d,90,Normal
8,0,0,0,0,18,24,2d,40,Normal
8,12,80,0,0,22,7f,0e,b4,Normal
8,0,0,0,0,1a,0,2e,3c,Normal
8,1a,80,0,ff,8,80,0f,a3,Normal
8,13,80,0,ff,7,80,0,11,Normal
8,10,80,0,ff,7,80,1,eb,Normal
8,f2,7f,0,0,54,7f,1,5b,Normal
8,12,80,0,ff,6,80,2,f9,Normal
8,16,80,0,ff,4,80,3,8e,Normal
8,15,80,0,ff,7,80,4,b6,Normal
8,fb,7f,0,0,3a,7f,4,e4,Normal
8,59,7f,58,0a,0,1f,2,0,Normal
8,fb,7f,0,0,1f,7f,5,40,Normal
8,16,80,0,ff,10,80,6,f9,Normal
8,9,80,0,0,0b,7f,6,63,Normal
8,9,80,0,0,11,7f,7,69,Normal
8,1a,80,0,ff,14,80,8,e2,Normal
8,1d,80,0,ff,19,80,9,f4,Normal
8,1d,80,0,ff,12,80,0a,53,Normal
8,16,80,0,ff,4,80,0b,66,Normal
8,e5,7f,0,0,61,7f,0b,1f,Normal
8,d7,7f,0,0,60,7f,0c,af,Normal
8,0,0,0,0,8,21,2c,24,Normal
8,3,80,0,ff,2,80,0d,a0,Normal
8,db,7f,0,0,52,7f,0d,22,Normal
8,5,80,0,ff,1a,80,0e,40,Normal
8,29,80,0,0,34,7f,0f,57,Normal
8,29,80,0,0,32,7f,0,e9,Normal
8,0,0,0,0,10,29,20,f6,Normal
8,0,0,0,0,12,0,21,8b,Normal
8,1a,80,0,ff,14,80,3,2d,Normal
8,18,21,22,30,8,8f,6d,3a,Normal
8,15,80,0,ff,4,80,4,3a,Normal
8,10,80,0,ff,fc,7f,5,d6,Normal
8,e9,7f,0,0,38,7f,5,f9,Normal
8,0f,80,0,ff,6,80,6,d2,Normal
8,0,0,0,0,6,2,26,5e,Normal
8,15,80,0,ff,15,80,7,8a,Normal
8,1b,80,0,0,46,7f,7,98,Normal
8,0,0,0,0,8,5,27,b3,Normal
8,20,80,0,ff,1d,80,8,df,Normal
8,29,80,0,0,38,7f,8,0e,Normal
8,23,80,0,ff,1c,80,9,aa,Normal
8,20,80,0,ff,1d,80,0a,e5,Normal
8,5,22,3c,0a,22,1f,0,6f,Normal
8,1d,80,0,ff,1d,80,0b,c8,Normal
8,19,80,0,ff,0e,80,0c,66,Normal
8,19,80,0,ff,f7,7f,0d,31,Normal
8,0,80,0,0,2e,7f,0d,9a,Normal
8,0,0,0,0,14,13,2d,72,Normal
8,18,80,0,ff,ea,7f,0e,d6,Normal
8,fb,7f,0,0,48,7f,0e,7d,Normal
8,16,80,0,ff,f5,7f,0f,54,Normal
8,f7,7f,0,0,4f,7f,0f,51,Normal
8,0,0,0,0,1a,33,20,8f,Normal
8,17,80,0,ff,10,80,1,f7,Normal
8,0,0,0,0,1c,7,21,7b,Normal
8,0,80,0,0,22,7f,2,2b,Normal
8,0,0,0,0,1e,0d,22,9d,Normal
8,5,80,0,0,23,7f,3,8d,Normal
8,19,80,0,ff,1a,80,4,90,Normal
8,5,80,0,0,26,7f,4,57,Normal
8,16,80,0,ff,1b,80,6,79,Normal
8,fb,7f,0,0,68,7f,8,3,Normal
8,12,80,0,ff,1b,80,9,ab,Normal
8,fb,7f,0,0,5e,7f,9,33,Normal
8,0,0,0,0,8,28,29,5b,Normal
8,15,80,0,ff,2a,80,0a,a5,Normal
8,19,80,0,ff,16,80,0c,72,Normal
8,5,80,0,0,4a,7f,0d,f8,Normal
8,1b,80,0,ff,2c,80,0e,d5,Normal
8,9,80,0,0,46,7f,0f,73,Normal
8,18,80,0,ff,f7,7f,1,f0,Normal
8,0d,80,0,ff,8,80,2,15,Normal
8,0,0,0,0,1a,0,22,a0,Normal
8,6,80,0,ff,16,80,3,2c,Normal
8,3,80,0,ff,10,80,4,4e,Normal
8,3,80,0,ff,6,80,5,4e,Normal
8,5,80,0,ff,9,80,6,3c,Normal
8,0b,80,0,ff,15,80,8,89,Normal
8,0,0,0,0,8,29,28,0a,Normal
8,1b,80,0,0,54,7f,9,25,Normal
8,18,21,22,30,8,8f,6d,7,Normal
8,10,80,0,ff,10,80,0a,b6,Normal
8,e5,7f,0,0,4d,7f,0b,25,Normal
8,0a,80,0,ff,28,80,0c,0d,Normal
8,0,0,0,0,10,0b,2c,87,Normal
8,0f,80,0,ff,26,80,0d,2d,Normal
8,0f,80,0,ff,16,80,0,84,Normal
8,11,80,0,ff,10,80,1,24,Normal
8,18,80,0,ff,29,80,4,69,Normal
8,5,80,0,0,5c,7f,4,10,Normal
8,0,0,0,0,8,25,24,e1,Normal
8,17,80,0,ff,31,80,5,3c,Normal
8,12,80,0,ff,23,80,6,34,Normal
8,10,80,0,ff,14,80,7,31,Normal
8,f2,7f,0,0,2a,7f,7,54,Normal
8,0e,80,0,ff,1a,80,8,3b,Normal
8,0f,80,0,ff,2e,80,9,55,Normal
8,13,80,0,ff,34,80,0a,67,Normal
8,0,0,0,0,14,21,2a,78,Normal
8,18,80,0,ff,1f,80,0b,ff,Normal
8,0,0,0,0,16,0,2b,5f,Normal
8,5,22,40,0a,22,1e,0,6f,Normal
8,1a,80,0,ff,6,80,0c,8d,Normal
8,16,80,0,ff,26,80,0e,3c,Normal
8,f2,7f,0,0,2c,7f,0e,a4,Normal
8,18,80,0,ff,2f,80,0f,a3,Normal
8,5,80,0,0,1c,7f,0f,bf,Normal
8,1b,80,0,ff,2c,80,0,73,Normal
8,0e,80,0,0,1d,7f,0,be,Normal
8,1d,80,0,ff,2a,80,1,b8,Normal
8,0,0,0,0,8,22,21,71,Normal
8,1a,80,0,ff,30,80,2,6,Normal
8,18,80,0,ff,24,80,3,bf,Normal
8,16,80,0,ff,5,80,4,52,Normal
8,12,80,0,ff,5,80,6,1,Normal
8,15,80,0,ff,19,80,7,80,Normal
8,18,80,0,ff,1c,80,8,54,Normal
8,0e,80,0,0,15,7f,8,5a,Normal
8,1b,80,0,ff,0d,80,9,39,Normal
8,5,22,2c,0a,22,1f,0,6f,Normal
8,1f,80,0,ff,7,80,0a,78,Normal
8,0,0,0,0,1a,0,2a,48,Normal
8,1e,80,0,ff,21,80,0c,5e,Normal
8,5,80,0,0,62,7f,0d,c4,Normal
8,21,80,0,ff,5,80,0e,d8,Normal
8,9,80,0,0,6d,7f,0e,de,Normal
8,0,0,0,0,8,20,2e,52,Normal
8,22,80,0,ff,7,80,0f,21,Normal
8,20,80,0,ff,10,80,0,b2,Normal
8,1b,80,0,ff,10,80,1,4c,Normal
8,19,80,0,ff,4,80,2,cf,Normal
8,13,80,0,ff,1b,80,4,77,Normal
8,15,80,0,ff,27,80,5,9b,Normal
8,19,80,0,ff,1f,80,6,23,Normal
8,1e,80,0,ff,14,80,7,30,Normal
8,1b,80,0,ff,1b,80,8,39,Normal
8,0,0,0,0,8,21,28,50,Normal
8,5,22,38,0a,22,1f,0,6f,Normal
8,16,80,0,ff,30,80,9,72,Normal
8,e9,7f,0,0,44,7f,9,27,Normal
8,13,80,0,ff,19,80,0b,cf,Normal
8,5,80,0,0,10,7f,0c,92,Normal
8,0,80,0,0,1a,7f,0d,b4,Normal
8,0f,80,0,ff,23,80,0f,9e,Normal
8,f7,7f,0,0,40,7f,0f,d7,Normal
8,0e,80,0,ff,1d,80,0,59,Normal
8,0f,80,0,ff,22,80,1,b7,Normal
8,13,80,0,ff,3a,80,2,86,Normal
8,17,80,0,ff,3e,80,3,f4,Normal
8,16,80,0,ff,2c,80,4,e1,Normal
8,11,80,0,ff,1a,80,5,5f,Normal
8,0d,80,0,ff,18,80,6,79,Normal
8,ee,7f,0,0,2e,7f,6,4d,Normal
8,0e,80,0,ff,1c,80,7,85,Normal
8,0,0,0,0,10,2,27,5e,Normal
8,13,80,0,ff,12,80,8,68,Normal
8,11,80,0,ff,fe,7f,0a,33,Normal
8,11,80,0,ff,16,80,0b,f3,Normal
8,11,80,0,ff,31,80,0c,1a,Normal
8,0,0,0,0,1a,33,2c,13,Normal
8,13,80,0,ff,29,80,0d,a9,Normal
8,0,0,0,0,1c,7,2d,e7,Normal
8,0,0,0,0,1e,0d,2e,1,Normal
8,19,80,0,ff,6,80,0f,4d,Normal
8,9,80,0,0,1f,7f,0f,88,Normal
8,17,80,0,ff,15,80,0,63,Normal
8,15,80,0,ff,18,80,1,41,Normal
8,13,80,0,ff,4,80,2,a7,Normal
8,12,80,0,ff,f2,7f,3,2b,Normal
8,0b,80,0,ff,12,80,5,82,Normal
8,0,0,0,0,8,28,25,c7,Normal
8,0b,80,0,ff,24,80,6,88,Normal
8,0,80,0,0,2d,7f,6,d9,Normal
8,9,80,0,ff,21,80,7,a6,Normal
8,6,80,0,ff,16,80,8,e3,Normal
8,6,80,0,ff,16,80,9,fe,Normal
8,0,80,0,0,20,7f,9,e7,Normal
8,0a,80,0,ff,13,80,0a,eb,Normal
8,12,80,0,0,22,7f,0a,c0,Normal
8,0e,80,0,ff,6,80,0b,0e,Normal
8,0f,80,0,ff,fe,7f,0c,c5,Normal
8,0,80,0,0,5b,7f,0d,5b,Normal
8,12,80,0,ff,28,80,0e,5c,Normal
8,17,80,0,ff,29,80,0f,fa,Normal
8,18,80,0,ff,9,80,0,2d,Normal
8,fb,7f,0,0,17,7f,0,25,Normal
8,17,80,0,ff,5,80,1,66,Normal
8,1a,80,0,ff,18,80,2,3a,Normal
8,1b,80,0,ff,21,80,3,d1,Normal
8,17,80,0,ff,20,80,4,b6,Normal
8,ee,7f,0,0,55,7f,4,bf,Normal
8,0,0,0,0,8,29,24,96,Normal
8,5,22,30,0a,22,1f,0,6f,Normal
8,0,0,0,0,14,21,26,e4,Normal
8,5,23,18,0a,23,1f,0,6f,Normal
8,ff,0,0,0,ff,7b,9,0,Normal
8,18,23,23,30,8,8f,79,3c,Normal
8,5,23,20,0a,23,1f,0,6f,Normal
8,0b,80,0,ff,2a,80,0e,69,Normal
8,0,0,0,0,1c,7,29,93,Normal
8,ff,0,0,0,ff,7e,9,0,Normal
8,8,80,0,ff,fb,7f,0d,df,Normal
8,ff,0,0,0,ff,7f,9,0,Normal
8,17,80,0,ff,14,80,0f,57,Normal
8,5,23,2c,0a,23,1f,0,6f,Normal
8,5,23,28,0a,23,1f,0,6f,Normal
8,10,80,0,ff,30,80,7,7,Normal
8,0,0,0,0,10,28,2d,3b,Normal
8,1b,80,0,ff,23,80,0,f5,Normal
8,ff,0,0,0,ff,87,9,0,Normal
8,0d,80,0,ff,31,80,6,ca,Normal
8,db,7f,0,0,39,7f,6,3d,Normal
8,15,80,0,ff,23,80,1,e9,Normal
8,5,23,34,0a,23,1f,0,6f,Normal
8,0a,80,0,ff,18,80,6,f7,Normal
8,0b,80,0,ff,0d,80,0,75,Normal
8,0f,80,0,ff,13,80,6,43,Normal
8,6,80,0,ff,fc,7f,0e,73,Normal
8,0e,80,0,ff,2f,80,1,6f,Normal
8,e5,7f,0,0,52,7f,8,9c,Normal
8,12,80,0,ff,10,80,3,f9,Normal
8,13,80,0,ff,7,80,4,65,Normal
8,18,80,0,ff,14,80,7,e3,Normal
8,1f,80,0,ff,45,80,0c,55,Normal
8,0f,80,0,ff,f7,7f,0c,46,Normal
